id,yelpid,name,cost,address,city,st,zip,website
36,/biz/chicago-raw-chicago-2,Chicago Raw,2,51 W Huron St,Chicago,IL,60654,chicagorawfood.com
37,/biz/hash-house-a-go-go-chicago,Hash House a Go Go,2,1212 N State Pkwy,Chicago,IL,60610,hashhouseagogo.com
38,/biz/grand-lux-cafe-chicago,Grand Lux Cafe,2,600 N Michigan Ave,Chicago,IL,60611,grandluxcafe.com
39,/biz/miss-rickys-chicago,Miss Rickys,2,Virgin Hotel,Chicago,IL,60601,virginhotels.com
40,/biz/west-town-bakery-and-diner-chicago-2,West Town Bakery & Diner,1,15 E Ohio St,Chicago,IL,60611,westtownbakery.com
41,/biz/l-appetito-chicago-2,L'Appetito,1,30 E Huron St,Chicago,IL,60611,lappetito.com
42,/biz/allium-chicago,Allium,3,Four Seasons Hotel,Chicago,IL,60611,alliumchicago.com
43,/biz/farmhouse-chicago-3,Farmhouse,2,228 W Chicago Ave,Chicago,IL,60654,farmhousechicago.com
44,/biz/protein-bar-chicago-8,Protein Bar,2,251 E Huron St,Chicago,IL,60611,theproteinbar.com
45,/biz/the-lobby-chicago-2,The Lobby,3,108 E Superior St,Chicago,IL,60611,chicago.peninsula.com/en/fine___
46,/biz/drake-bros-chicago,Drake Bros,2,140 E Walton Pl,Chicago,IL,60611,thedrakehotel.com
47,/biz/doc-bs-fresh-kitchen-chicago-3,Doc Bs Fresh Kitchen,2,100 E Walton St,Chicago,IL,60611,docbsfreshkitchen.com
48,/biz/capital-one-caf%C3%A9-chicago,Capital One Cafe,1,21 E Chestnut St,Chicago,IL,60611,cafes.capitalone360.com/chica___
49,/biz/labriola-chicago-la-stanza-ristorante-and-labriola-cafe-chicago,La Stanza Ristorante and Labriola Cafe,2,535 N Michigan Ave,Chicago,IL,60611,labriolacafe.com
50,/biz/corner-bakery-cafe-chicago-25,Corner Bakery Cafe,1,444 N Michigan Ave,Chicago,IL,60611,cornerbakerycafe.com
51,/biz/peach-and-green-chicago,Peach And Green,1,33 S Wabash Ave,Chicago,IL,60603,peachandgreen.com
52,/biz/oak-tree-chicago,Oak Tree,2,900 N Michigan Ave,Chicago,IL,60611,oaktreechicago.com
53,/biz/hannahs-bretzel-chicago,Hannahs Bretzel,2,233 N Michigan Ave,Chicago,IL,60601,hannahsbretzel.com
54,/biz/hub-51-chicago-2,Hub 51,2,51 W Hubbard St,Chicago,IL,60654,hub51chicago.com
55,/biz/sophies-chicago-3,Sophies,2,Saks Fifth Avenue,Chicago,IL,60611,sophies.com
56,/biz/firecakes-chicago,Firecakes,1,68 W Hubbard St,Chicago,IL,60654,firecakesdonuts.com
57,/biz/the-3rd-coast-chicago,The 3rd Coast,2,1260 N Dearborn Pkwy,Chicago,IL,60610,3rdcoastcafe.com
58,/biz/cafe-des-architectes-chicago-7,Cafe des Architectes,3,20 E Chestnut St,Chicago,IL,60611,cafedesarchitectes.com
59,/biz/the-eastman-egg-company-chicago-2,The Eastman Egg Company,1,23 N Wacker Dr,Chicago,IL,60606,eastmanegg.com
60,/biz/lavazza-espression-chicago-3,Lavazza Espression,1,27 W Washington St,Chicago,IL,60602,lavazzaespression.com
61,/biz/troquet-river-north-chicago-2,Troquet River North,2,111 W Huron St,Chicago,IL,60654,troquetrivernorth.com
62,/biz/caff%C3%A8-r%C5%8Dm-chicago-5,Caffe RM,1,180 N Stetson Ave,Chicago,IL,60601,cafferom.com
63,/biz/south-water-kitchen-chicago,South Water Kitchen,2,225 N Wabash Ave,Chicago,IL,60601,southwaterkitchen.com
64,/biz/ge-pa-de-caffe-chicago-3,Ge Pa De Caffe,1,60 E Adams St,Chicago,IL,60603,
65,/biz/davanti-enoteca-river-north-chicago,Davanti Enoteca River North,2,30 E Hubbard St,Chicago,IL,60611,davantienoteca.com
66,/biz/the-windsor-chicago,The Windsor,2,160 E Huron St,Chicago,IL,60611,thewindsorchicago.com
67,/biz/harvest-chicago,Harvest,2,540 N Michigan Avenue,Chicago,IL,60611,marriott.com/hotel-restaurant___
68,/biz/zed451-chicago,ZED451,3,739 N Clark St,Chicago,IL,60654,zed451.com
69,/biz/corner-bakery-cafe-chicago-7,Corner Bakery Cafe,1,360 N Michigan Ave,Chicago,IL,60601,
70,/biz/eggs-chicago,Eggs,2,680 N Lake Shore Dr,Chicago,IL,60611,eggsincorporated.com
71,/biz/leghorn-cafe-chicago,Leghorn Cafe,2,600 N Lasalle St,Chicago,IL,60654,leghornchicken.com
72,/biz/toni-patisserie-and-cafe-chicago,Toni Patisserie & Cafe,2,65 E Washington St,Chicago,IL,60602,tonipatisserie.com
73,/biz/the-grill-on-the-alley-chicago-2,The Grill on the Alley,3,909 N Michigan Ave,Chicago,IL,60611,thegrill.com/locations/the-gr___
74,/biz/corner-bakery-cafe-chicago-9,Corner Bakery Cafe,1,676 N Saint Clair St,Chicago,IL,60611,cornerbakerycafe.com
75,/biz/rosebud-on-rush-chicago-2,Rosebud on Rush,2,720 N Rush St,Chicago,IL,60611,rosebudrestaurants.com
76,/biz/le-pain-quotidien-gold-coast-chicago,Le Pain Quotidien - Gold Coast,2,10 E Delaware Pl,Chicago,IL,60611,lepainquotidien.com/store/gol___
77,/biz/tru-chicago,Tru,4,676 N St. Clair St,Chicago,IL,60611,trurestaurant.com
78,/biz/david-burkes-primehouse-chicago,David Burkes Primehouse,4,616 N Rush St,Chicago,IL,60611,davidburkesprimehouse.com
79,/biz/le-pain-quotidien-chicago-16,Le Pain Quotidien,2,20 N Michigan Ave,Chicago,IL,60602,lepainquotidien.com
80,/biz/sixteen-chicago,Sixteen,4,Trump International Hotel & Tower,Chicago,IL,60611,trumphotelcollection.com/chic___
81,/biz/676-restaurant-and-bar-chicago,676 Restaurant & Bar,3,676 N Michigan Ave,Chicago,IL,60611,676restaurant.com
82,/biz/bretts-kitchen-chicago,Bretts Kitchen,1,233 W Superior St,Chicago,IL,60654,brettskitchen.com
83,/biz/cafecito-chicago-2,Cafecito,1,7 N Wells St,Chicago,IL,60602,cafecitochicago.com
84,/biz/rural-society-chicago-2,Rural Society,3,455 N Park Dr,Chicago,IL,60611,chicago.ruralsocietyrestauran___
85,/biz/copper-fox-chicago,Copper Fox,2,155 East Ontario St,Chicago,IL,60611,
86,/biz/bottlefork-chicago,Bottlefork,2,441 N Clark,Chicago,IL,60654,bottlefork.com
87,/biz/goddess-and-the-baker-chicago,Goddess And The Baker,2,33 S Wabash Ave,Chicago,IL,60603,goddessandthebaker.com
88,/biz/bijans-bistro-chicago,Bijans Bistro,2,663 N State St,Chicago,IL,60654,bijansbistrochicago.com
89,/biz/protein-bar-chicago-4,Protein Bar,2,352 N Clark,Chicago,IL,60654,theproteinbar.com
90,/biz/american-craft-kitchen-and-bar-chicago,American Craft Kitchen & Bar,2,151 E Wacker Dr,Chicago,IL,60601,
91,/biz/the-gage-chicago,The Gage,3,24 S Michigan Ave,Chicago,IL,60603,thegagechicago.com
92,/biz/do-rite-donuts-chicago,Do-Rite Donuts,1,50 West Randolph Street,Chicago,IL,60601,doritedonuts.com
93,/biz/hashbrowns-chicago-3,Hashbrowns,2,1155 N Wells St,Chicago,IL,60610,
94,/biz/protein-bar-chicago-6,Protein Bar,1,10 W Lake St,Chicago,IL,60601,theproteinbar.com
95,/biz/bistronomic-chicago,Bistronomic,3,840 N Wabash Ave,Chicago,IL,60611,bistronomic.net
96,/biz/state-and-lake-chicago-tavern-chicago,State and Lake Chicago Tavern,2,theWit Hotel,Chicago,IL,60601,stateandlakechicago.com
97,/biz/pret-a-manger-chicago-8,Pret A Manger,2,222 Merchandise Mart,Chicago,IL,60654,
98,/biz/hoyts-chicago-chicago,Hoyts Chicago,2,71 E Wacker Dr,Chicago,IL,60601,hoytschicago.com
99,/biz/d4-irish-pub-and-cafe-chicago,D4 Irish Pub & Cafe,2,345 E Ohio St,Chicago,IL,60611,d4pub.com
100,/biz/hannahs-bretzel-chicago-7,Hannahs Bretzel,2,400 N La Salle St,Chicago,IL,60654,hannahsbretzel.com
101,/biz/nix-chicago,Nix,2,Millennium Hotel And Resort,Chicago,IL,60611,millenniumhotels.com/millenni___
102,/biz/the-kitchen-chicago-chicago,The Kitchen Chicago,3,316 N Clark St,Chicago,IL,60654,thekitchen.com
103,/biz/bella-bacinos-chicago,Bella Bacinos,2,75 E Wacker Dr,Chicago,IL,60601,bacinos.com
104,/biz/ellys-pancake-house-chicago,Ellys Pancake House,2,101 W North Ave,Chicago,IL,60610,ellyspancakehouse.com
105,/biz/protein-bar-chicago-14,Protein Bar,2,151 N Michigan Ave,Chicago,IL,60601,theproteinbar.com
106,/biz/mike-ditkas-chicago-2,Mike Ditkas,3,100 E Chestnut St,Chicago,IL,60611,ditkasrestaurants.com
107,/biz/bridge-house-tavern-chicago,Bridge House Tavern,2,321 N Clark St,Chicago,IL,60654,bridgehousetavern.com
108,/biz/pump-room-chicago,Pump Room,3,1301 N State Pkwy,Chicago,IL,60610,pumproom.com
109,/biz/filini-chicago,Filini,2,221 N Columbus Dr,Chicago,IL,60601,filinichicago.com
110,/biz/bistrot-zinc-chicago,Bistrot Zinc,2,1131 N State St,Chicago,IL,60610,bistrotzinc.com
111,/biz/the-doughnut-vault-chicago,The Doughnut Vault,1,401 1/2 N Franklin St,Chicago,IL,60654,doughnutvault.com
112,/biz/3-arts-club-cafe-chicago-2,3 Arts Club Cafe,2,Restoration Hardware,Chicago,IL,60610,3artscafe.com
113,/biz/hannahs-bretzel-chicago-2,Hannahs Bretzel,2,180 W Washington St,Chicago,IL,60602,hannahsbretzel.com
114,/biz/snap-kitchen-chicago-3,Snap Kitchen,2,1226 N. Wells,Chicago,IL,60610,snapkitchen.com
115,/biz/theory-chicago-2,Theory,2,9 W Hubbard St,Chicago,IL,60654,theorychicago.com
116,/biz/siena-tavern-chicago,Siena Tavern,3,51 W Kinzie St,Chicago,IL,60654,sienatavern.com
117,/biz/intelligentsia-coffee-chicago-6,Intelligentsia Coffee,2,53 E Randolph St,Chicago,IL,60601,intelligentsiacoffee.com
118,/biz/kanela-breakfast-club-chicago-2,Kanela Breakfast Club,2,1552 N Wells St,Chicago,IL,60610,kanelacafe.com
119,/biz/current-chicago,Current,2,644 N Lake Shore Dr,Chicago,IL,60611,currentchicago.com
120,/biz/cochon-volant-chicago,Cochon Volant,2,100 W Monroe St,Chicago,IL,60603,cochonvolantchicago.com
121,/biz/la-fournette-chicago,La Fournette,2,1547 N Wells St,Chicago,IL,60610,lafournette.com
122,/biz/freshii-chicago-3,Freshii,1,835 N Michigan Ave,Chicago,IL,60611,freshii.com
123,/biz/the-signature-room-at-the-95th-chicago-2,The Signature Room at the 95th,3,John Hancock Center,Chicago,IL,60611,signatureroom.com
124,/biz/hi-vibe-superfood-juicery-chicago-3,Hi-Vibe Superfood Juicery,2,160 W Kinzie St,Chicago,IL,60654,hi-vibe.com/home
125,/biz/luxbar-chicago,Luxbar,2,18 E Bellevue Pl,Chicago,IL,60611,luxbar.com
126,/biz/tavern-on-rush-chicago,Tavern On Rush,3,1031 N Rush St,Chicago,IL,60611,tavernonrush.com
127,/biz/happy-camper-chicago-2,Happy Camper,2,1209 N Wells St,Chicago,IL,60610,happycamperchicago.com
128,/biz/weber-grill-restaurant-chicago,Weber Grill Restaurant,2,539 N State St,Chicago,IL,60654,webergrillrestaurant.com
129,/biz/hubbard-inn-chicago-2,Hubbard Inn,2,110 W Hubbard St,Chicago,IL,60654,hubbardinn.com
130,/biz/specialtys-cafe-and-bakery-chicago,Specialtys Cafe & Bakery,2,191 N Wacker Dr,Chicago,IL,60606,specialtys.com
131,/biz/blue-street-market-chicago,Blue Street Market,1,,Chicago,IL,60603,bluestreetmarket.com
132,/biz/rl-restaurant-chicago,RL Restaurant,3,115 E Chicago Ave,Chicago,IL,60611,rlrestaurant.polo.com
133,/biz/m-avenue-restaurant-chicago,M Avenue Restaurant,2,701 N Michigan Ave,Chicago,IL,60611,theallertonhotel.com/dining_l___
134,/biz/pomp-and-circumstance-chicago,Pomp & Circumstance,2,1400 Wells St,Chicago,IL,60610,pompchicago.com
135,/biz/billy-goat-tavern-lake-street-chicago-3,Billy Goat Tavern Lake Street,1,60 E Lake St,Chicago,IL,60601,billygoattavern.com
136,/biz/chucks-a-kerry-simon-kitchen-chicago-2,Chucks: A Kerry Simon Kitchen,2,224 N Michigan Ave,Chicago,IL,60601,chuckschicago.com
137,/biz/jaffa-bagels-chicago-2,Jaffa Bagels,1,225 N Michigan Ave,Chicago,IL,60601,jaffabagelchicago.com
138,/biz/evas-cafe-chicago-2,Evas Cafe,1,1447 N Sedgwick,Chicago,IL,60610,evasoldtown.com
139,/biz/atwood-chicago,Atwood,3,1 W Washington St,Chicago,IL,60602,atwoodcafe.com
140,/biz/julius-meinl-chicago-4,Julius Meinl,1,211 E Ontario St,Chicago,IL,60611,meinlus.com
141,/biz/ceres-cafe-chicago,Ceres Cafe,2,141 W Jackson Blvd,Chicago,IL,60604,cerescafechicago.com
142,/biz/howells-and-hood-chicago,Howells & Hood,2,435 N Michigan Ave,Chicago,IL,60611,howellsandhood.com
143,/biz/farmers-fridge-chicago,Farmers Fridge,1,Block Thirty Seven,Chicago,IL,60602,farmersfridge.com
144,/biz/the-artisan-cellar-chicago,The Artisan Cellar,1,222 Merchandise Mart Plz,Chicago,IL,60654,theartisancellarcatering.com
145,/biz/billy-goat-tavern-chicago,Billy Goat Tavern,1,430 N Michigan Ave,Chicago,IL,60611,billygoattavern.com
146,/biz/deca-restaurant-bar-chicago,deca RESTAURANT & BAR,3,160 E Pearson St at Water Tower Place,Chicago,IL,60611,decarestaurant.com
147,/biz/beef-and-brandy-restaurant-chicago-3,Beef and Brandy Restaurant,2,127 S State St,Chicago,IL,60603,beefbrandy.net
148,/biz/nookies-chicago,Nookies,2,1746 N Wells St,Chicago,IL,60614,nookieschicago.com
149,/biz/einstein-bros-bagels-chicago-20,Einstein Bros Bagels,1,109 E Pearson St,Chicago,IL,60611,einsteinbros.com
150,/biz/pret-a-manger-chicago-4,Pret A Manger,1,225 North Michigan Avenue,Chicago,IL,60601,pret.com/us
151,/biz/protein-bar-chicago-3,Protein Bar,1,221 W Washington,Chicago,IL,60606,theproteinbar.com
152,/biz/312-chicago-chicago,312 Chicago,2,136 N LaSalle St,Chicago,IL,60602,312chicago.com
153,/biz/bake-for-me-chicago-2,Bake For Me,1,321 N Clark St,Chicago,IL,60654,bakeforme.com
154,/biz/cellars-market-chicago,Cellars Market,1,141 W Jackson Blvd,Chicago,IL,60604,cellarsmarketchicago.com
155,/biz/flip-cr%C3%AApes-chicago-3,FliP Crepes,1,Metra Markets of Chicago,Chicago,IL,60661,flipcrepes.com
156,/biz/the-kerryman-chicago,The Kerryman,2,661 N Clark St,Chicago,IL,60654,thekerrymanchicago.com
157,/biz/cherry-circle-room-chicago,Cherry Circle Room,3,12 S Michigan Ave,Chicago,IL,60603,cherrycircleroom.com
158,/biz/steves-place-chicago,Steves Place,1,230 W Chicago Ave,Chicago,IL,60610,
159,/biz/foodlife-chicago,Foodlife,2,Water Tower Pl,Chicago,IL,60611,foodlifechicago.com
160,/biz/ub-dogs-chicago,UB Dogs,1,185 N Franklin St,Chicago,IL,60606,ubdogs.com
161,/biz/pret-a-manger-chicago,Pret A Manger,1,211 W Adams St,Chicago,IL,60606,pret.com/us
162,/biz/cindys-chicago,Cindys,3,12 S Michigan Ave,Chicago,IL,60603,cindysrooftop.com
163,/biz/blackwood-bbq-chicago,Blackwood BBQ,1,305 W Lake St,Chicago,IL,60606,blackwoodbbq.com
164,/biz/rockit-bar-and-grill-chicago,Rockit Bar & Grill,2,22 W Hubbard St,Chicago,IL,60654,rockitbarandgrill.com
166,/biz/the-hampton-social-chicago,The Hampton Social,2,353 W Hubbard St,Chicago,IL,60654,thehamptonsocial.com
167,/biz/beezzee-fresh-food-chicago-2,BeeZzee Fresh Food,1,424 S Wabash Ave,Chicago,IL,60603,beezzeefreshfood.com
168,/biz/bull-and-bear-chicago,Bull & Bear,2,431 N Wells St,Chicago,IL,60654,bullbearbar.com
169,/biz/yolk-west-loop-chicago,Yolk West Loop,2,500 W Madison St,Chicago,IL,60661,eatyolk.com
170,/biz/ronnys-original-chicago-steak-house-chicago,Ronnys Original Chicago Steak House,2,100 W Randolph St,Chicago,IL,60601,ronnyssteakhouse.com
171,/biz/einstein-bros-bagels-chicago-8,Einstein Bros Bagels,1,400 N Dearborn St,Chicago,IL,60654,einsteinbros.com
172,/biz/potbelly-sandwich-shop-chicago-10,Potbelly Sandwich Shop,1,508 N Clark St,Chicago,IL,60654,potbelly.com
173,/biz/lbs-bistro-and-patisserie-chicago,LBs Bistro & Patisserie,3,301 E North Water St,Chicago,IL,60611,sheratonchicago.com/lb
174,/biz/wow-bao-chicago-5,Wow Bao,1,225 N Michigan Ave,Chicago,IL,60601,wowbao.com
175,/biz/specialtys-cafe-and-bakery-chicago-3,Specialtys Cafe & Bakery,2,77 S Dearborn St,Chicago,IL,60603,specialtys.com
176,/biz/carmines-chicago,Carmines,3,1043 N Rush St,Chicago,IL,60611,rosebudrestaurants.com
177,/biz/25-degrees-chicago,25 Degrees,2,736 N Clark St,Chicago,IL,60654,25degreesrestaurant.com
178,/biz/mity-nice-bar-and-grill-chicago,Mity Nice Bar & Grill,2,835 N Michigan Ave,Chicago,IL,60611,mitynicechicago.com
179,/biz/saucy-porka-chicago,Saucy Porka,1,400 S Financial Pl,Chicago,IL,60605,saucyporka.com
180,/biz/beacon-tavern-chicago,Beacon Tavern,3,405 N Wabash Ave,Chicago,IL,60611,beacontavern.com
181,/biz/river-roast-chicago-3,River Roast,2,315 N La Salle Dr,Chicago,IL,60654,RiverRoastChicago.com
182,/biz/sweetwater-tavern-and-grille-chicago,Sweetwater Tavern and Grille,2,225 N Michigan Ave,Chicago,IL,60601,sweetwatertavernandgrille.com
183,/biz/protein-bar-chicago,Protein Bar,1,235 S Franklin,Chicago,IL,60606,theproteinbar.com
184,/biz/hannahs-bretzel-chicago-5,Hannahs Bretzel,2,131 S Dearborn St,Chicago,IL,60603,hannahsbretzel.com
185,/biz/goodwins-restaurant-chicago,Goodwins Restaurant,2,333 W Wacker Dr,Chicago,IL,60606,surfgoodwins.com
186,/biz/which-wich-chicago-4,Which Wich,1,108 N State St,Chicago,IL,60602,whichwich.com
187,/biz/corner-bakery-cafe-chicago-3,Corner Bakery Cafe,1,35 E Monroe St,Chicago,IL,60603,cornerbakerycafe.com
188,/biz/freds-chicago-chicago,Freds Chicago,3,15 E Oak St,Chicago,IL,60611,barneys.com
189,/biz/geneva-restaurant-chicago,Geneva Restaurant,2,323 East Upper Wacker Drive,Chicago,IL,60601,swissotel.com/hotels/chicago/___
190,/biz/pret-a-manger-chicago-2,Pret A Manger,2,100 N. LaSalle,Chicago,IL,60602,pret.com/us
191,/biz/chick-fil-a-chicago,Chick-fil-A,1,30 E Chicago Ave,Chicago,IL,60611,chick-fil-a.com
192,/biz/odyssey-cruises-chicago-chicago,Odyssey Cruises Chicago,4,600 E Grand Ave,Chicago,IL,60610,odysseycruises.com/Chicago
193,/biz/remingtons-chicago,Remingtons,3,20 N Michigan Ave,Chicago,IL,60602,remingtonschicago.com
194,/biz/freshii-palmer-house-chicago-2,Freshii Palmer House,1,17 E Monroe,Chicago,IL,60603,
195,/biz/the-florentine-chicago,The Florentine,3,151 W Adams St,Chicago,IL,60603,e2hospitality.com
196,/biz/bohemian-house-chicago,Bohemian House,3,11 W Illinois St,Chicago,IL,60654,bohochicago.com
197,/biz/brunch-chicago-2,Brunch,2,644 N Orleans St,Chicago,IL,60654,brunchit.com
198,/biz/level-two-chicago,Level Two,2,633 N Saint Clair St Fl 2,Chicago,IL,60611,
199,/biz/fremont-chicago-chicago,Fremont Chicago,2,15 W Illinois,Chicago,IL,60654,fremontchicago.com
200,/biz/pinstripes-chicago-2,Pinstripes,2,435 E Illinois St,Chicago,IL,60611,pinstripes.com
201,/biz/meat-chicago-6,mEAT,2,215 E Chestnut St,Chicago,IL,60611,eatatmeat.com
202,/biz/the-purple-pig-chicago,The Purple Pig,2,500 N Michigan Ave,Chicago,IL,60611,thepurplepigchicago.com
203,/biz/chicago-q-chicago,Chicago q,2,1160 N Dearborn St,Chicago,IL,60610,chicagoqrestaurant.com
204,/biz/bernies-lunch-and-supper-chicago-2,Bernies Lunch & Supper,2,660 N Orleans St,Chicago,IL,60654,bernieslunchandsupper.com
205,/biz/oak-char-chicago,Oak + Char,3,217 W Huron,Chicago,IL,60654,oakandchar.com
206,/biz/bub-city-chicago,Bub City,2,435 N Clark St,Chicago,IL,60654,bubcitychicago.com
207,/biz/fig-and-olive-chicago,Fig & Olive,3,104 E Oak St,Chicago,IL,60611,figandolive.com
208,/biz/minghin-cuisine-chicago-7,Minghin Cuisine,2,333 E Benton Pl,Chicago,IL,60601,minghincuisine.com
209,/biz/frontera-grill-chicago,Frontera Grill,3,445 N Clark St,Chicago,IL,60654,rickbayless.com/restaurants/g___
210,/biz/eduardos-enoteca-chicago,Eduardos Enoteca,2,1212 N Dearborn St,Chicago,IL,60610,eduardosenoteca.com
211,/biz/tanta-chicago,Tanta,3,118 W Grand Ave,Chicago,IL,60654,tantachicago.com
212,/biz/the-vig-chicago-chicago-2,The VIG Chicago,2,1527 N Wells St,Chicago,IL,60610,thevigchicago.com
213,/biz/blackfinn-ameripub-chicago,Blackfinn Ameripub,2,65 W Kinzie St,Chicago,IL,60654,blackfinnameripub.com
214,/biz/bellwether-meeting-house-and-eatery-chicago,Bellwether Meeting House & Eatery,2,302 E Illinois St,Chicago,IL,60611,bellwetherchicago.com
215,/biz/francescas-on-chestnut-chicago,Francescas On Chestnut,2,200 E Chestnut St,Chicago,IL,60611,miafrancesca.com/locations/pr___
216,/biz/hopsmith-tavern-chicago,Hopsmith Tavern,2,15 W Division Ave,Chicago,IL,60610,hopsmithtavern.com
217,/biz/seven-lions-chicago,Seven Lions,2,130 S Michigan Ave,Chicago,IL,60603,sevenlionschicago.com
218,/biz/the-dawson-chicago,The Dawson,3,730 W Grand Ave,Chicago,IL,60654,the-dawson.com
219,/biz/bin-36-chicago-3,BIN 36,2,161 N Jefferson St,Chicago,IL,60661,bin36.com
220,/biz/sidedoor-chicago,SideDoor,2,100 E Ontario St,Chicago,IL,60611,sidedoorchicago.com
221,/biz/green-door-tavern-chicago,Green Door Tavern,2,678 N Orleans St,Chicago,IL,60654,greendoorchicago.com
222,/biz/public-house-chicago,Public House,2,400 N State St,Chicago,IL,60654,publichousechicago.com
223,/biz/gt-fish-and-oyster-chicago,GT Fish & Oyster,3,531 N Wells St,Chicago,IL,60654,gtoyster.com
224,/biz/sunda-chicago,Sunda,3,110 W Illinois St,Chicago,IL,60654,sundachicago.com
225,/biz/headquarters-beercade-river-north-chicago-4,Headquarters Beercade River North,2,213 W Institute Pl,Chicago,IL,60610,hqbeercade.com
226,/biz/avec-chicago,Avec,3,615 W Randolph St,Chicago,IL,60661,avecrestaurant.com
227,/biz/tortoise-club-chicago-3,Tortoise Club,3,350 N State St,Chicago,IL,60654,tortoiseclub.com
228,/biz/petterinos-chicago,Petterinos,2,150 North Dearborn St,Chicago,IL,60601,petterinos.com
229,/biz/bella-luna-bar-and-pizza-chicago,Bella Luna Bar & Pizza,2,731 N Dearborn,Chicago,IL,60654,bellalunachicago.com
230,/biz/benchmark-chicago-2,Benchmark,2,1510 N Wells St,Chicago,IL,60610,benchmarkchicago.com
231,/biz/shaws-crab-house-chicago,Shaws Crab House,3,21 E Hubbard St,Chicago,IL,60611,shawscrabhouse.com
